64bwyta64	bwytaont
7426peidio7426	peidiasem
7427llanw7427	llanwasid
7428hoelio7428	hoeliom
7429niweidio7429	niweidiaist
7430siarad7430	siaradwyf
7431loncian7431	lonciodd
7432gwenu7432	gwenent
7433gadael7433	gadawaf
7434gorchuddio7434	gorchuddiaf
7435sylwebu7435	sylwebais i
7436disgyn7436	disgynwch chi
7437gweld7437	gwelaist
7438cusanu7438	cusanant
7439tacluso7439	tacluswn
7440hoelio7440	hoeliwyd
7441lleoli7441	lleolwyd
7442penderfynu7442	penderfyno
7443cnuchio7443	cnuchiai fo
7444meddwl7444	meddwl
7445cyfarfod7445	cyfarfyddych
7446stopio7446	stopiwyd
7447dechrau7447	dechreuon ni
7448cusanu7448	cusanedig
7449croestorri7449	croestorraist ti
7450hudo7450	huder
7451torri7451	torrwn
7452cuddio7452	cuddaf
7453cyfarfod7453	cyfarfyddi di
7454cynnwys7454	cynwysasit
7455prynu7455	prynaf
7456siafio7456	siafiwn
7457gwlychu7457	gwlychit
7458llyfu7458	llyf
7459teithio7459	teithiaswn
7460plannu7460	planno
7461ysmygu7461	ysmygais
7462digwydd7462	digwyddet ti
7463yfed7463	yfoch
7464torri7464	tor
7465penderfynu7465	penderfynwn
7466galw7466	galwom
7467cyfnewid7467	cyfnewidiedig
7468arwain7468	arweinier
7469coelio7469	coeliwn i
7470condemnio7470	condemniwn
7471bwrw7471	bwrioch chi
7472elwa7472	elwsent
7473pydru7473	pydrir
7474nyddu7474	nyddwn
7475cyfieithu7475	cyfieithan nhw
7476ceisio7476	ceisient
7477gwerthu7477	gwerthi di
7478poeni7478	poenych
7479diolch7479	diolchasai
7480cynnwys7480	cynhwysa
7481syrthio7481	syrthion ni
7482palu7482	pala
7483gafael7483	gafaelith o
7484pydru7484	pydroch
7485marchogaeth7485	marchogwn ni
7486elwa7486	elwsech
7487darllen7487	darllen
7488pydru7488	pydri
7489ymweld7489	ymwelwch
7490rhwygo7490	rhwygaswn
7491bwyta7491	bwytasent
7492canoli7492	canolen nhw
7493siafio7493	siafi di
7494penderfynu7494	penderfynais i
7495taro7495	trewych
7496casáu7496	casaen nhw
7497penderfynu7497	penderfynu
7498cynnig7498	cynigiwch chi
7499codi7499	coda i
7500sylwi7500	sylwent
7501cwyno7501	cwynych
7502disgwyl7502	disgwyliwn
7503darparu7503	darparoch chi
7504colli7504	collo
7505ymarfer7505	ymarferasem
7506gorchuddio7506	gorchuddit
7507ymweld7507	ymwelir
7508pasio7508	pasiwn i
7509gallu7509	gallwyf
7510addysgu7510	addysgasech
7511cyfrwyo7511	cyfrwyai
7512cyffwrdd7512	cyffyrddwn
7513tybio7513	tybiais
7514meddwl7514	meddyliwn
7515llyfu7515	llyfech
7516gweld7516	gwelswn
7517cysylltu7517	cysylltedig
7518adolygu7518	adolygem
7519ysgrifennu7519	ysgrifennych
7520yfed7520	yfasai
7521cynnau7521	cyneuasai
7522anfon7522	anfonai
7523cynnau7523	cyneuo
7524cyffwrdd7524	cyffyrddan nhw
7525gofyn7525	gofynner
7526loncian7526	loncier
7527achosi7527	achosaist ti
7528coginio7528	coginiai fo
7529deall7529	deallwyf
7530cyffwrdd7530	cyffyrddwn i
7531sefyll7531	safwn
7532coginio7532	coginiasid
7533ymlacio7533	ymlaciwn
7534darparu7534	darpar
7535darparu7535	darparer
7536addysgu7536	addysgwch
7537arfer7537	arferir
7538darllen7538	darllen
7539marchogaeth7539	marchogwch
7540addo7540	addawch
7541braenu7541	braenasai
7542stopio7542	stopiant
7543clymu7543	clymem
7544clymu7544	clyma
7545dangos7545	dangoswch
7546gwario7546	gwariet ti
7547lladd7547	lladdem
7548cilio7548	cilier
7549gwenu7549	gwenem
7550siafio7550	siafiai
7551caru7551	carwch
7552dysgu7552	dysgir
7553ymddwyn7553	ymddyger
7554addo7554	addawsit
7555ymolchi7555	ymolchasom
7556cyffwrdd7556	cyffyrddom
7557ciledrych7557	ciledrycho
7558taro7558	trawom
7559ceisio7559	ceisit
7560poeni7560	poenaswn
7561danfon7561	danfoned
7562casáu7562	casânt
7563terfynu7563	terfyna
7564cilio7564	ciliodd o
7565lluddias7565	lluddiasant
7566ymweld7566	ymwelen ni
7567arwain7567	arwain
7568ymddwyn7568	ymddyget ti
7569dileu7569	dileaf
7570lleoli7570	lleolaswn
7571pwyso7571	pwyswch
7572cyffwrdd7572	cyffyrddo
7573hedfan7573	hedfanais
7574cynnau7574	cyneuen nhw
7575gwerthu7575	gwerthen nhw
7576cenhedlu7576	cenhedlit
7577darparu7577	darparo
7578condemnio7578	condemniaf
7579penderfynu7579	penderfynasai
7580croesholi7580	croesholiwn i
7581stopio7581	stopiodd o
7582coelio7582	coeliasant
7583ymuno7583	ymunet ti
7584talu7584	taler
7585ffili7585	ffilodd o
7586tacluso7586	taclusasoch
7587annog7587	anogwn
7588iro7588	irent
7589anghofio7589	anghofiasit
7590cyfarfod7590	cyfarfyddo
7591awgrymu7591	awgrymi
7592syrthio7592	syrth
7593rhedeg7593	rhedont
7594smygu7594	smygaswn
7595agor7595	agorasai
7596gadael7596	gadawaist ti
7597dilyn7597	dilynen ni
7598torri7598	torrai
7599rhwygo7599	rhwyga
7600prynu7600	prynedig
7601talu7601	talwyd
7602claddu7602	cladden nhw
7603disgwyl7603	disgwyliai fo
7604aros7604	arosadwy
7605gadael7605	gadawi di
7606ymweld7606	ymwelit
7607defnyddio7607	defnyddia
7608cenhedlu7608	cenhedlai fo
7609coelio7609	coeliodd
7610anfon7610	anfonasai
7611ymolchi7611	ymolchwyd
7612plannu7612	plannodd
7613adolygu7613	adolygaf
7614arfer7614	arferom
7615hudo7615	hudi di
7616sefyll7616	safont
7617rhegi7617	rhegi di
7618ymlacio7618	ymlaciaist
7619diolch7619	diolcha
7620darllen7620	darllenwch
7621coginio7621	coginiasent
7622rhodio7622	rhodit
7623tybio7623	tybiwn
7624canu7624	canet ti
7625gorchuddio7625	gorchuddiwch
7626atal7626	ateliais
7627deall7627	deallasent
7628agor7628	agoran nhw
7629deall7629	dealler
7630llosgi7630	llosgid
7631rhoi7631	rhoesai
7632dychwelyd7632	dychwelasent
7633claddu7633	cladd
7634mynd7634	elit
7635hofran7635	hofranwn ni
7636dodi7636	dodith o
7637cuddio7637	cuddwch
7638lluddias7638	lluddith o
7639methu7639	methoch
7640dangos7640	dangosais i
7641loncian7641	loncien nhw
7642prynu7642	prynon ni
7643canu7643	canwn ni
7644rhegi7644	rhegent
7645rhwygo7645	rhwygir
7646edliw7646	edliwient
7647methu7647	methasom
7648parhau7648	parhawn
7649gwlychu7649	gwlychasoch
7650ymlacio7650	ymlaciasai
7651gofyn7651	gofynasem
7652casáu7652	casaont
7653dechrau7653	dechreuwyd
7654rhedeg7654	rhedasai
7655palu7655	palasit
7656galw7656	galwon nhw
7657lladd7657	lladdasem
7658ystyried7658	ystyriwn i
7659amnewid7659	amnewidwn i
7660medru7660	medrwch
7661lladd7661	lleddir
7662ffurfio7662	ffurfiwn
7663rhwygo7663	rhwyga
7664ysu7664	ysaf
7665treisio7665	treisiwn
7666llyfu7666	llyfo
7667ceisio7667	ceisiasech
7668anafu7668	anafan nhw
7669gorchuddio7669	gorchuddiasit
7670agor7670	agorwch chi
7671ymlacio7671	ymlacion nhw
7672darlunio7672	darlunied
7673amau7673	amheuon nhw
7674meddwl7674	meddyliwn ni
7675caru7675	carith o
7676plannu7676	planasem
7677cloi7677	cloet ti
7678rhegi7678	rhegwch
7679golchi7679	golchwn
7680parhau7680	parhasem
7681cynnull7681	cynullasoch
7682cnuchio7682	cnuchi di
7683crynu7683	crynwch
7684anghofio7684	anghofiech
7685addo7685	addewid
7686dileu7686	dileasom
7687rhwystro7687	rhwystro
7688cwyno7688	cwynaf
7689tacluso7689	taclusasid
7690clywed7690	clywi di
7691cynnau7691	cyneuasant
7692uno7692	unwn
7693cyfieithu7693	cyfieithen ni
7694diolch7694	diolchaist
7695croesi7695	croesiwn
7696cuddio7696	cuddo
7697annog7697	anoger
7698llosgi7698	llosgaswn
7699smygu7699	smygasit
7700golchi7700	golcher
7701digwydd7701	digwyddasoch
7702arwain7702	arweiniodd
7703yfed7703	yfa i
7704defnyddio7704	defnyddioch
7705cynnig7705	cynigiet ti
7706deall7706	deallen ni
7707gorchuddio7707	gorchuddiwyd
7708cloi7708	cloa
7709tybio7709	tybiai
7710difetha7710	difethwch
7711ysu7711	yswch
7712uno7712	unwch chi
7713cyfrwyo7713	cyfrwyo
7714arwain7714	arweinien ni
7715gwenu7715	gwenais
7716gorchuddio7716	gorchuddiasom
7717cysgu7717	cysger
7718dathlu7718	dathla
7719cilio7719	ciliasem
7720cloi7720	cloen nhw
7721penderfynu7721	penderfynais
7722canlyn7722	canlynir
7723agor7723	agorasech
7724dechrau7724	dechreuwn ni
7725dodi7725	dodasai
7726croesholi7726	croesholoch
7727prynu7727	prynodd o
7728cadw7728	cadw
7729claddu7729	claddom
7730eistedd7730	eisteddasai
7731darparu7731	darparaf
7732ysmygu7732	ysmygwn
7733cloi7733	clôch
7734clymu7734	clymen nhw
7735ymuno7735	ymunwch
7736swyno7736	swynasit
7737dileu7737	dileant
7738swyno7738	swynaist ti
7739coginio7739	coginiwn
7740peidio7740	peidiant
7741rhuthro7741	rhuthrwyf
7742peidio7742	peidia
7743cusanu7743	cusanasit
7744cynnwys7744	cynhwysais
7745stopio7745	stopian nhw
7746anfon7746	anfonon ni
7747sylwebu7747	sylwebech
7748canoli7748	canolon nhw
7749terfynu7749	terfynwyd
7750ysgrifennu7750	ysgrifenasid
7751terfynu7751	terfynet ti
7752ysmygu7752	ysmygaf
7753ennill7753	enilli di
7754rhedeg7754	rhededig
7755anghofio7755	anghofion ni
7756gallu7756	gallasent
7757lleihau7757	lleihom
7758cyfnewid7758	cyfnewidith o
7759poeni7759	poenen nhw
7760cuddio7760	cuddent
7761cynnig7761	cynigiech
7762dechrau7762	dechreuech
7763canoli7763	canoloch chi
7764dileu7764	dileais i
7765gwrthod7765	gwrthodasem
7766cysylltu7766	cysylltasai
7767dweud7767	dywedoch
7768cyfnewid7768	cyfnewid
7769hudo7769	hudoch chi
7770siarad7770	siaradodd
7771cusanu7771	cusanasem
7772sefyll7772	safasant
7773gallu7773	gallwn
7774cadw7774	cadwasai
7775terfynu7775	terfynith o
7776ysu7776	yswch
7777ymarfer7777	ymarferych
7778sylwebu7778	sylwebwn i
7779croesi7779	croesech chi
7780ymarfer7780	ymarferid
7781lleoli7781	lleolem
7782gafael7782	gafaeled
7783amau7783	amheuai
7784aros7784	arosasai
7785adolygu7785	adolyged
7786aros7786	arosasent
7787ciledrych7787	ciledrychaswn
7788ystyried7788	ystyrien ni
7789lladd7789	lladdent
7790ymddwyn7790	ymddygasant
7791niweidio7791	niweidiwn
7792darlunio7792	darlunnith
7793ymolchi7793	ymolchasech
7794cynnig7794	cynigiasent
7795gafael7795	gafaelasai
7796clymu7796	clymwyd
7797dileu7797	dileen nhw
7798cynnwys7798	cynhwysed
7799galluogi7799	galluoga
7800colli7800	collen nhw
7801dechrau7801	dechreuent
7802dilyn7802	dilynont
7803caru7803	caron nhw
7804hoelio7804	hoeliodd o
7805stopio7805	stopion nhw
7806sefyll7806	safa i
7807siafio7807	siafioch chi
7808ysmygu7808	ysmygoch chi
7809cynnwys7809	cynhwysech chi
7810penderfynu7810	penderfynan nhw
7811gwrthod7811	gwrthodwn i
7812cysgu7812	cysga
7813anfon7813	anfonais
7814sgwrsio7814	sgwrsiasem
7815annog7815	anogech chi
7816galw7816	galwen ni
7817disgwyl7817	disgwyliech
7818addysgu7818	addysga i
7819cadw7819	cadwom
7820dychwelyd7820	dychwelwn
7821meddwl7821	meddyliai fo
7822golchi7822	golch
7823dathlu7823	dathli di
7824elwa7824	elwir
7825peidio7825	peidier
7826marchogaeth7826	marchogent
7827rhwystro7827	rhwystrais i
7828gafael7828	gafaeloch chi
7829tacluso7829	tacluser
7830llenydda7830	llenyddent
7831atal7831	atalon nhw
7832yfed7832	yfych
7833dodi7833	dodi
7834croesi7834	croesiwn
7835dathlu7835	dathla i
7836amgyffred7836	amgyffreda
7837galluogi7837	galluogodd o
7838croestorri7838	croestorrwn
7839rhegi7839	rhegant
7840cynnwys7840	cynhwysen ni
7841cofio7841	cofiasom
7842methu7842	methu
7843prynu7843	prynu
7844tacluso7844	tacluswn
7845treisio7845	treisiasent
7846cyffwrdd7846	cyffyrddwn
7847teimlo7847	teimlwn
7848stopio7848	stopiwn
7849cenhedlu7849	cenhedlech
7850lleihau7850	lleihi
7851medru7851	medrwch chi
7852digwydd7852	digwyddon ni
7853cilio7853	ciliwch
7854cynnull7854	cynullaist ti
7855sylwebu7855	sylweben nhw
7856claddu7856	claddwyd
7857ymweld7857	ymwelasech
7858uno7858	unwn ni
7859edliw7859	edliwio
7860cofio7860	cofien ni
7861gorffen7861	gorffennais
7862cyfnewid7862	cyfnewidion ni
7863cwyno7863	cwyno
7864dangos7864	dangoswn
7865ymarfer7865	ymarferwn
7866yfed7866	yfir
7867dechrau7867	dechreuem
7868siarad7868	siaredi
7869syrthio7869	syrthiasai
7870swyno7870	swyni di
7871golchi7871	golchon nhw
7872darlunio7872	darlunient
7873penderfynu7873	penderfynwyf
7874treisio7874	treision ni
7875rhuthro7875	rhuthrai
7876cyffwrdd7876	cyffyrddwch
7877cyfnewid7877	cyfnewidiaist
7878cyfrwyo7878	cyfrwyoch
7879swyno7879	swyni
7880danfon7880	danfonwn
7881rhofio7881	rhofiom
7882darparu7882	darparon ni
7883crynu7883	crynaist
7884iro7884	irem
7885gwrthod7885	gwrthodit
7886ymweld7886	ymwelais
7887marchogaeth7887	marchogi
7888adolygu7888	adolygasech
7889canlyn7889	canlynwch chi
7890darparu7890	darparais
7891aros7891	arosasid
7892cadw7892	cadwon ni
7893croestorri7893	croestorri
7894llosgi7894	llosgwn
7895croeshoelio7895	croeshoelion ni
7896tacluso7896	taclusem
7897croestorri7897	croestorrais i
7898mynd7898	aethid
7899ennill7899	enillid
7900mwynhau7900	mwynhaer
7901cyffwrdd7901	cyffyrddodd o
7902caru7902	cerwch
7903dodi7903	dodoch chi
7904parhau7904	parhedig
7905agor7905	agorent
7906gofyn7906	gofynasech
7907cenhedlu7907	cenhedlasit
7908danfon7908	danfonom
7909cerdded7909	cerdd
7910rhofio7910	rhofid
7911gwlychu7911	gwlychasai
7912darllen7912	darllenen nhw
7913rhodio7913	rhodir
7914croeshoelio7914	croeshoeliaist
7915cerdded7915	cerddoch chi
7916poeni7916	poenwyd
7917danfon7917	danfoner
7918condemnio7918	condemnia
7919casáu7919	casasem
7920lladd7920	lleddi
7921pasio7921	pasiwn ni
7922sgwrsio7922	sgwrsid
7923hedfan7923	hedfanent
7924teimlo7924	teimlasem
7925bwyta7925	bwytasech
7926gwenu7926	gwenwn i
7927lluddias7927	lluddiasai
7928casáu7928	casaith o
7929rhofio7929	rhofia
7930deall7930	deallasid
7931syrthio7931	syrthied
7932pwyso7932	pwysa
7933dysgu7933	dysgwch
7934croestorri7934	croestorasem
7935ffurfio7935	ffurfiasent
7936teithio7936	teithiasent
7937cilio7937	ciliwyd
7938cerdded7938	cerddo
7939medru7939	medrwch
7940siafio7940	siafiasent
7941awgrymu7941	awgrymer
7942ysu7942	ysit
7943arwain7943	arweinied
7944cysgu7944	cysget ti
7945cyfnewid7945	cyfnewidiasant
7946tacluso7946	tacluswn i
7947difetha7947	difethais i
7948croesholi7948	croesholo
7949rhofio7949	rhofiwyf
7950dodi7950	dodwch
7951defnyddio7951	defnyddi
7952ennill7952	enillir
7953darparu7953	darparasant
7954diolch7954	diolchoch chi
7955cuddio7955	cuddon ni
7956sefyll7956	safom
7957nyddu7957	nyddit
7958lluddias7958	lluddiech
7959ymolchi7959	ymolchid
7960ennill7960	enillaist ti
7961aros7961	arosasant
7962aros7962	arhosai fo
7963rhofio7963	rhofia
7964stopio7964	stopio
7965teimlo7965	teimlasit
7966ffili7966	ffilasant
7967poeni7967	poenaf
7968siarad7968	siaradwn
7969llwyddo7969	llwyddwch
7970rhwygo7970	rhwygasit
7971anghofio7971	anghofiodd
7972pydru7972	pydrwn ni
7973ciledrych7973	ciledrychoch
7974addysgu7974	addysgi di
7975gallu7975	gallasid
7976anfon7976	anfonasid
7977arwain7977	arweiniech
7978hofran7978	hofranent
7979cuddio7979	cudd
7980hofran7980	hofranais
7981disgwyl7981	disgwyliedig
7982lladd7982	lleddwch
7983caru7983	carwyf
7984anfon7984	anfoner
7985awgrymu7985	awgrymais
7986mynd7986	elem
7987yfed7987	yfodd o
7988teimlo7988	teimlan nhw
7989nyddu7989	nyddasoch
7990croesholi7990	croesholiech chi
7991cwyno7991	cwynaswn
7992cerdded7992	cerddit
7993ennill7993	enillen nhw
7994cadw7994	cadwith o
7995cadw7995	cadwyf
7996poeni7996	poenasech
7997mynd7997	aem
7998danfon7998	danfonasem
7999pydru7999	pydrwn
8000sefyll8000	safai fo
8001ysgrifennu8001	ysgrifennaf
8002ystyried8002	ystyriwch
8003dweud8003	dywedwn ni
8004cynnull8004	cynullech chi
8005canlyn8005	canlynaist
8006agor8006	agoront
8007coginio8007	coginiech chi
8008peidio8008	peidiaist
8009casáu8009	casâi fo
8010cynnau8010	cyneuasom
8011cyfrwyo8011	cyfrwywn ni
8012galw8012	galwa i
8013ciledrych8013	ciledrycher
8014ennill8014	enillasem
8015credu8015	credwch
8016gorffen8016	gorffennwn
8017taro8017	trewais
8018ymuno8018	ymunwn
8019coginio8019	coginiais
8020poeni8020	poena i
8021rhofio8021	rhofiwch
8022caru8022	caren nhw
8023prynu8023	prŷn
8024medru8024	medrer
8025diolch8025	diolcher
8026rhegi8026	rhega
8027smygu8027	smygi
8028edliw8028	edliwier
8029ffurfio8029	ffurfit
8030cysylltu8030	cysylltir
8031uno8031	unoch
8032cadw8032	cadwn
8033torri8033	torasai
8034cynnull8034	cynulli di
8035cloi8035	clônt
8036gafael8036	gafael
8037ysmygu8037	ysmygu
8038ymlacio8038	ymlaci di
8039stopio8039	stopiai fo
8040dangos8040	dangosai
8041rhwystro8041	rhwystrodd o
8042cyfrwyo8042	cyfrwywn
8043teithio8043	teithiont
8044dweud8044	dywedasai
8045cenhedlu8045	cenhedlwch
8046cilio8046	ciliasoch
8047addo8047	addawant
8048awgrymu8048	awgrymwn
8049coginio8049	coginiont
8050addysgu8050	addysgant
8051rhwygo8051	rhwygai fo
8052dysgu8052	dysgasoch
8053llosgi8053	llosgir
8054claddu8054	claddai
8055rhoi8055	rhoed
8056rhwystro8056	rhwystredig
8057llwyddo8057	llwyddan nhw
8058palu8058	palant
8059elwa8059	elwai
8060palu8060	palid
8061disgwyl8061	disgwyliant
8062treisio8062	treisien ni
8063digwydd8063	digwyddasem
8064claddu8064	claddais
8065prynu8065	prynech
8066cyrraedd8066	cyraeddasem
8067hoelio8067	hoelier
8068stopio8068	stopiasent
8069gwerthu8069	gwerthont
8070elwa8070	elwch
8071stopio8071	stopien nhw
8072plannu8072	planedig
8073penderfynu8073	penderfynasent
8074coelio8074	coeliwch chi
8075cynnwys8075	cynwysasant
8076croesholi8076	croesholi
8077pwyso8077	pwysen ni
8078ffurfio8078	ffurfia
8079golchi8079	golchi
8080cyfarfod8080	cyfarfydden nhw
8081croestorri8081	croestorrir
8082hoelio8082	hoeliaist ti
8083edliw8083	edliwiodd
8084ffurfio8084	ffurfir
8085ffurfio8085	ffurfiodd o
8086braenu8086	braenech
8087medru8087	medrasai
8088caru8088	cerych
8089llwyddo8089	llwydda
8090hofran8090	hofran
8091nyddu8091	nyddais i
8092condemnio8092	condemniwn
8093gwenu8093	gwenom
8094yfed8094	yfed
8095defnyddio8095	defnyddit
8096cofio8096	cofiasech
8097ysgrifennu8097	ysgrifenno
8098penderfynu8098	penderfynent
8099rhoi8099	rhoed
8100adolygu8100	adolygasem
8101loncian8101	loncioch
8102hudo8102	huden ni
8103cenhedlu8103	cenhedli di
8104bwyta8104	bwytawn
8105defnyddio8105	defnyddiom
8106bwrw8106	bwri di
8107swyno8107	swynwyf
8108annog8108	anoga i
8109cyffwrdd8109	cyffyrddaist ti
8110adolygu8110	adolygais i
8111anfon8111	anfoni di
8112defnyddio8112	defnyddiwn
8113gwenu8113	gwenon ni
8114rhoi8114	rhoes
8115galw8115	galwent
8116galw8116	gelwi
8117poeni8117	poenent
8118danfon8118	danfonasant
8119ymarfer8119	ymarferir
8120cynnau8120	cyneuet ti
8121plannu8121	plennwch
8122gwylio8122	gwyliasid
8123methu8123	methaist
8124cynnwys8124	cynhwysa
8125bwrw8125	bwriant
8126siafio8126	siafio
8127torri8127	torrent
8128lluddias8128	lluddi
8129dodi8129	dodaist ti
8130disgwyl8130	disgwylion nhw
8131ymweld8131	ymwêl
8132rhofio8132	rhofiais
8133croestorri8133	croestorrwyf
8134cusanu8134	cusan
8135coginio8135	coginiem
8136cwyno8136	cwynasom
8137cysylltu8137	cysylltais
8138difetha8138	difethaswn
8139anfon8139	anfonaist ti
8140iro8140	irwch
8141ffili8141	ffila
8142rhuthro8142	rhuthrwch
8143cynnull8143	cynullen nhw
8144canlyn8144	canlynen ni
8145elwa8145	elwom
8146sylwi8146	sylwen nhw
8147croestorri8147	croestorro
8148gorffen8148	gorffenasant
8149atal8149	ataliasent
8150adolygu8150	adolygent
8151dilyn8151	dilynwn ni
8152sefyll8152	safwyd
8153arwain8153	arweinient
8154disgwyl8154	disgwyliet ti
8155darllen8155	darllenon nhw
8156torri8156	torrech chi
8157ymlacio8157	ymlacion ni
8158disgyn8158	disgynwn ni
8159sylwi8159	sylwsent
8160anghofio8160	anghofiasid
8161nyddu8161	nyddais
8162treisio8162	treisiai fo
8163croeshoelio8163	croeshoeliwch
8164siarad8164	siaraded
8165ymuno8165	ymunon ni
8166hoelio8166	hoelia
8167ymweld8167	ymwelwch chi
8168loncian8168	lonciai fo
8169llyfu8169	llyfasom
8170ysu8170	ysaist ti
8171hofran8171	hofranwch chi
8172edliw8172	edliwiasech
8173canoli8173	canolaist ti
8174cynnig8174	cynigiwch
8175adolygu8175	adolygaist ti
8176syrthio8176	syrthid
8177dathlu8177	dathlodd o
8178anghofio8178	anghofiant
8179gafael8179	gafaelon ni
8180sgwrsio8180	sgwrsient
8181casáu8181	casaswn
8182croesholi8182	croesholi di
8183amau8183	ameuasech
8184torri8184	torrid
8185cynnwys8185	cynhwysem
8186deall8186	dealler
8187cloi8187	cloesom
8188dechrau8188	dechreuaswn
8189bwrw8189	bwrier
8190clywed8190	clywit
8191rhwystro8191	rhwystrit
8192pweru8192	pwerwn i
8193cofio8193	cofiet ti
8194canoli8194	canolan nhw
8195tybio8195	tybia
8196rhwygo8196	rhwygen ni
8197ymlacio8197	ymlaciai fo
8198cynnull8198	cynullwn ni
8199dangos8199	dangoswn
8200awgrymu8200	awgrymwch
8201mwynhau8201	mwynheaist
8202ceisio8202	ceisiont
8203gwrthod8203	gwrthodan nhw
8204cyfarfod8204	cyfarfyddith o
8205atal8205	atalet ti
8206galluogi8206	galluogith o
8207cofio8207	cofir
8208cyfarfod8208	cyfarfyddedig
8209sefyll8209	safwch chi
8210llyfu8210	llyf
8211cysylltu8211	cysyllti di
8212teimlo8212	teimler
8213annog8213	anogwn
8214cyfnewid8214	cyfnewidiech
8215anghofio8215	anghofiwn i
8216dweud8216	dywedon ni
8217rhwygo8217	rhwygwn i
8218cyffwrdd8218	cyffyrddasem
8219pwyso8219	pwysi
8220cyffwrdd8220	cyffyrddoch
8221diolch8221	diolchasid
8222cyfrwyo8222	cyfrwyed
8223amau8223	amheuont
8224cymryd8224	cymerasid
8225cynnull8225	cynullon nhw
8226amau8226	amheuais i
8227cadw8227	cadwasant
8228teithio8228	teithiasant
8229cerdded8229	cerddwch
8230cynnwys8230	cynhwyswyd
8231ffurfio8231	ffurfiwn ni
8232medru8232	medron ni
8233casáu8233	casei
8234gadael8234	gadawsid
8235eistedd8235	eisteddith o
8236loncian8236	lonciwch
8237danfon8237	danfonet ti
8238anfon8238	anfona i
8239caru8239	cara i
8240ffili8240	ffilai fo
8241cofio8241	cofiwn ni
8242anfon8242	anfonir
8243sgwrsio8243	sgwrsiodd o
8244dangos8244	dangosaist
8245clymu8245	clymasech
8246cuddio8246	cuddio
8247arfer8247	arferech
8248iro8248	iront
8249claddu8249	claddwn
8250tacluso8250	taclusych
8251uno8251	uno
8252deall8252	deallwch chi
8253gwenu8253	gwenwyf
8254rhofio8254	rhofier
8255sylwi8255	sylwsant
8256croesi8256	croesai fo
8257aros8257	arhosent
8258cnuchio8258	cnuchiaist ti
8259croesholi8259	croesholasai
8260disgyn8260	disgyner
8261gwrthod8261	gwrthodont
8262codi8262	codi
8263croesi8263	croesi di
8264lluddias8264	lluddiaswn
8265rhuthro8265	rhuthrwn
8266ymlacio8266	ymlacier
8267yfed8267	yfodd
8268galluogi8268	galluogasom
8269braenu8269	braenon ni
8270darllen8270	darllenaf
8271cysylltu8271	cysylltu
8272cynnwys8272	cynhwysa i
8273medru8273	medrwch
8274cofio8274	cofiai fo
8275swyno8275	swynith o
8276hofran8276	hofranodd
8277disgwyl8277	disgwyliaist ti
8278addo8278	addawn ni
8279gweld8279	gwelai
8280gadael8280	gadawer
8281cysgu8281	cysgoch
8282ystyried8282	ystyriasem
8283penderfynu8283	penderfynaswn
8284dweud8284	dywedais i
8285gorchuddio8285	gorchuddio
8286deall8286	deallaf
8287danfon8287	danfonan nhw
8288lladd8288	lladdasid
8289syrthio8289	syrthit
8290swyno8290	swynasem
8291gorffen8291	gorffennych
8292sgwrsio8292	sgwrsied
8293darlunio8293	darlunia
8294gwenu8294	gwenet ti
8295ysu8295	ysasech
8296coginio8296	coginiwyd
8297achosi8297	achosodd o
8298torri8298	torron ni
8299ymarfer8299	ymarferwch
8300rhofio8300	rhofiaist
8301lladd8301	lladdasant
8302annog8302	anogen nhw
8303ffili8303	ffilent
8304cymryd8304	cymerir
8305ymlacio8305	ymlacien nhw
8306ymweld8306	ymwelom
8307plannu8307	plannwn
8308annog8308	anogwyf
8309rhwygo8309	rhwygon ni
8310condemnio8310	condemnier
8311gwlychu8311	gwlychen nhw
8312ffurfio8312	ffurfiaswn
8313dychwelyd8313	dychweli
8314defnyddio8314	defnyddiech
8315ymolchi8315	ymolchi
8316ysbrydoli8316	ysbrydolaist ti
8317ceisio8317	ceisiedig
8318gwylio8318	gwylith o
8319sylwebu8319	sylwebwyd
8320sefyll8320	safwn
8321cynnwys8321	cynhwysaist ti
8322rhedeg8322	rhedant
8323ymweld8323	ymweloch
8324methu8324	methodd
8325cadw8325	cadwi di
8326anafu8326	anafwch
8327caru8327	carasem
8328gadael8328	gadewch
8329peidio8329	peidiaswn
8330eistedd8330	eisteddech
8331arwain8331	arweiniwn i
8332rhwygo8332	rhwygasem
8333anghofio8333	anghofied
8334teimlo8334	teimlasent
8335rhofio8335	rhofion ni
8336arfer8336	arfera i
8337rhoi8337	rhoesech
8338ystyried8338	ystyrier
8339gweld8339	gwelaf
8340hoelio8340	hoeliaist
8341mynd8341	aen nhw
8342ysmygu8342	ysmygai fo
8343ymarfer8343	ymarferasoch
8344adolygu8344	adolygir
8345gorchuddio8345	gorchuddia
8346gwenu8346	gwener
8347lleoli8347	lleolit
8348rhegi8348	rheg
8349torri8349	torrech
8350rhoi8350	rhoech
8351dodi8351	dodwn
8352rhwystro8352	rhwystra i
8353cynnull8353	cynullasent
8354hoelio8354	hoeliwch
8355dweud8355	dyweder
8356teithio8356	teithier
8357defnyddio8357	defnyddiwyd
8358ffili8358	ffilais i
8359cynnig8359	cynigia
8360sylwi8360	sylwodd o
8361ennill8361	enillasoch
8362dilyn8362	dilynoch
8363ymlacio8363	ymlacied
8364tybio8364	tybiasai
8365rhoi8365	rhôm
8366tacluso8366	taclusont
